airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-06-01,Banglore,Delhi,00:25:00,2025-02-24 03:15:00,170,0.0,No info,4077
Air India,2019-06-12,Kolkata,Banglore,09:10:00,2025-06-13 04:40:00,1170,2.0,No info,6117
Jet Airways,2019-03-03,Delhi,Cochin,17:30:00,2025-03-04 04:25:00,655,1.0,No info,17024
Spicejet,2019-05-15,Banglore,Delhi,05:55:00,2025-02-24 08:35:00,160,0.0,No info,3311
Multiple Carriers,2019-06-15,Delhi,Cochin,15:05:00,2025-06-16 01:30:00,625,2.0,No info,15965
Jet Airways,2019-04-21,Banglore,Delhi,17:45:00,2025-02-24 20:45:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,2025-05-07 15:05:00,1120,1.0,No info,13067
Air India,2019-03-15,Banglore,New Delhi,11:50:00,2025-03-16 11:35:00,1425,1.0,No info,6982
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,2025-06-25 12:35:00,810,2.0,No info,12819
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,2025-03-22 04:25:00,1060,2.0,In-flight meal not included,8367
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,2025-03-02 07:40:00,1055,1.0,1 Long layover,22270
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,2025-02-24 18:50:00,650,1.0,No info,15342
Air India,2019-06-01,Delhi,Cochin,17:00:00,2025-06-02 19:15:00,1575,1.0,No info,8792
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,2025-06-10 12:35:00,1320,2.0,No info,13376
Vistara,2019-03-01,Banglore,New Delhi,11:30:00,2025-02-24 14:10:00,160,0.0,No info,12648
Vistara,2019-05-18,Banglore,Delhi,21:00:00,2025-02-24 23:50:00,170,0.0,No info,4668
Vistara,2019-04-01,Banglore,Delhi,21:00:00,2025-02-24 23:50:00,170,0.0,No info,5403
Multiple Carriers,2019-06-09,Delhi,Cochin,11:40:00,2025-06-10 01:30:00,830,1.0,No info,6795
Air Asia,2019-03-03,Banglore,New Delhi,23:25:00,2025-03-07 02:10:00,165,0.0,No info,6477
Air India,2019-05-09,Kolkata,Banglore,09:25:00,2025-05-10 07:55:00,1350,1.0,No info,8366
Indigo,2019-05-15,Delhi,Cochin,06:50:00,2025-02-24 22:30:00,940,1.0,No info,6442
Indigo,2019-05-01,Kolkata,Banglore,19:35:00,2025-02-24 23:15:00,220,1.0,No info,4226
Jet Airways,2019-06-27,Delhi,Cochin,15:00:00,2025-06-28 12:35:00,1295,1.0,In-flight meal not included,10262
Indigo,2019-06-15,Chennai,Kolkata,19:35:00,2025-02-24 21:55:00,140,0.0,No info,3597
Vistara,2019-05-06,Banglore,Delhi,17:00:00,2025-02-24 19:35:00,155,0.0,No info,4878
Air India,2019-04-09,Banglore,Delhi,21:05:00,2025-02-24 23:55:00,170,0.0,No info,4441
Spicejet,2019-05-21,Mumbai,Hyderabad,05:45:00,2025-02-24 07:15:00,90,0.0,No info,2017
Indigo,2019-05-09,Kolkata,Banglore,06:20:00,2025-02-24 10:20:00,240,1.0,No info,4226
Spicejet,2019-05-09,Mumbai,Hyderabad,22:45:00,2025-05-10 00:15:00,90,0.0,No info,2017
Indigo,2019-05-21,Banglore,Delhi,08:30:00,2025-02-24 11:20:00,170,0.0,No info,4823
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,2025-06-16 07:10:00,865,1.0,No info,6853
Indigo,2019-03-09,Banglore,New Delhi,20:00:00,2025-02-24 22:55:00,175,0.0,No info,6144
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,2025-05-02 10:05:00,775,1.0,No info,14781
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,2025-02-24 18:50:00,590,1.0,In-flight meal not included,15400
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,2025-02-24 11:25:00,145,0.0,No check-in baggage included,3841
Indigo,2019-05-18,Delhi,Cochin,06:40:00,2025-02-24 21:00:00,860,1.0,No info,6758
Multiple Carriers,2019-06-15,Delhi,Cochin,11:30:00,2025-02-24 21:00:00,570,1.0,No info,13587
Goair,2019-03-06,Delhi,Cochin,14:10:00,2025-02-24 19:20:00,310,1.0,No info,19495
Spicejet,2019-03-24,Chennai,Kolkata,09:30:00,2025-02-24 12:05:00,155,0.0,No check-in baggage included,3807
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,2025-03-13 20:20:00,1525,1.0,In-flight meal not included,11087
Goair,2019-04-09,Banglore,Delhi,07:45:00,2025-02-24 10:40:00,175,0.0,No info,4632
Indigo,2019-06-18,Kolkata,Banglore,22:15:00,2025-06-19 00:50:00,155,0.0,No info,4804
Multiple Carriers,2019-06-01,Delhi,Cochin,17:30:00,2025-06-02 01:30:00,480,1.0,No info,13377
Spicejet,2019-05-15,Delhi,Cochin,17:55:00,2025-02-24 22:50:00,295,1.0,No info,5409
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,2025-02-24 23:25:00,975,1.0,No info,8085
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,2025-02-24 22:25:00,150,0.0,No info,4107
Indigo,2019-06-15,Delhi,Cochin,07:30:00,2025-02-24 21:00:00,810,1.0,No info,6093
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,2025-06-10 04:40:00,450,1.0,In-flight meal not included,8586
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,2025-02-24 21:00:00,720,1.0,No info,7408
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,2025-06-16 04:25:00,1015,1.0,In-flight meal not included,10262
Indigo,2019-05-18,Delhi,Cochin,07:35:00,2025-02-24 22:30:00,895,1.0,No info,7144
Indigo,2019-05-15,Chennai,Kolkata,05:15:00,2025-02-24 07:40:00,145,0.0,No info,3540
Jet Airways,2019-05-27,Delhi,Cochin,16:00:00,2025-05-28 12:35:00,1235,1.0,In-flight meal not included,12898
Vistara,2019-05-12,Banglore,Delhi,09:45:00,2025-02-24 12:35:00,170,0.0,No info,4668
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,2025-06-13 20:45:00,1550,1.0,In-flight meal not included,8529
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,2025-04-02 20:45:00,1695,1.0,In-flight meal not included,7064
Air India,2019-06-12,Delhi,Cochin,10:55:00,2025-06-13 07:40:00,1245,2.0,No info,11753
Indigo,2019-05-21,Delhi,Cochin,05:35:00,2025-02-24 08:50:00,195,0.0,No info,5601
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,2025-05-28 19:00:00,1195,2.0,No info,15129
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,2025-05-10 09:05:00,1555,1.0,No info,9187
Multiple Carriers,2019-06-27,Delhi,Cochin,19:00:00,2025-06-28 01:30:00,390,1.0,No info,6795
Air India,2019-03-24,Banglore,New Delhi,06:10:00,2025-02-24 08:55:00,165,0.0,No info,3758
Air India,2019-05-15,Kolkata,Banglore,05:50:00,2025-05-16 12:30:00,1840,2.0,No info,12723
Air India,2019-06-09,Mumbai,Hyderabad,13:55:00,2025-02-24 15:25:00,90,0.0,No info,3100
Air India,2019-05-15,Delhi,Cochin,13:30:00,2025-05-16 08:15:00,1125,1.0,No info,10671
Jet Airways,2019-06-15,Banglore,Delhi,08:20:00,2025-02-24 11:20:00,180,0.0,No info,8016
